Name of School,LGA,Ownership,Type of School,Email,Phone Numbers,Link
"CELILIES FOUNDATION NUR. PRY SCHOOL, Satellite Town",Privately owned,Amuwo-Odofin,Nursery/Primary, celilieschool@yahoo.com, 0803 506 0015,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/77346"",""Read more"")"
"CEMAK CHILDREN SCHOOL, Surulere",Privately owned, Mushin,Nursery/Primary, cemakscchool@yahoo.com," 0802 907 8918, 0808 929 3980,   0802 973 0728","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/3709"",""Read more"")"
"CENTRAL BAPTIST NUR & PRY SCHOOL, Ebute-Metta",Privately owned,Lagos-Mainland,Nursery/Primary, centrabaptist_school," 0802 701 0144,   0803 333 3436, ","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/6830"",""Read more"")"
"CENTRAL NUR/PRY SCHOOL,  Festac Town",State owned,Amuwo-Odofin,Nursery/Primary, centrafestac@lagosschoolsonline.com," 0802 396 8436,0802 907 6232","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/193"",""Read more"")"
"CENTRAL NUR/PRY SCHOOL,  Kirikiri",State owned,Amuwo-Odofin,Nursery/Primary, centralschkk@lagosschoolsonline.com," 0802 519 8377,   0807 457 4026,   0802 386 0430 ","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/2166"",""Read more"")"
"CENTRAL PRIMARY SCHOOL,  Orile-Iganmu",State owned,Surulere,Nursery/Primary, centralschool@lagosschoolsonline.com," 0803 379 4130, 0815 909 2261","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/2012"",""Read more"")"
"CENTRAL PRIMARY SCHOOL, Ikeja",State owned, Ikeja,Nursery/Primary, centralpryschikeja@lagosschoolsonline.com," 0807 457 3265, 0802 308 0244","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/2341"",""Read more"")"
"CENTRAL PRIMARY SCHOOL, Oshodi",State owned,Oshodi-Isolo,Nursery/Primary, centralosh@lagosschoolsonline.com," 0807 456 3098, 0802 343 4832","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/2462"",""Read more"")"
"CHADSWORTH INTERNATIONAL SCHOOL, Lekki",Privately owned,Eti-Osa,Nursery/Primary, info@cislagos.com," 0803 301 1085,  0816 806 0862","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/49276"",""Read more"")"
"CHARDOTH NURSERY/PRIMARY SCHOOL, Igbogbo",Privately owned,Ikorodu,Nursery/Primary, ," 0802 619 9807,   0803 089 5834,    0802 619 9807,","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/4151"",""Read more"")"
"CHARLEMMA NUR/PRY SCHOOL, Mushin",Privately owned, Mushin,Nursery/Primary, charlemmaschool@yaho.com, 0802 361 0517   or   08039436753,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/3532"",""Read more"")"
"CHEMLINE ACADEMY, Ikeja",Privately owned, Ikeja,Nursery/Primary, chemlineacademy@yahoo.com," 0803 323 1089, 0803 216 8390,  0803-640-4009,  01-7749-925","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/3698"",""Read more"")"
"CHERISHED CHILD PRIVATE SCHOOL, Ijegun",Privately owned,Alimosho,Nursery/Primary, cherishedschools@gmail.com, ,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/11676"",""Read more"")"
"CHERUBIM & SERAPHIM PRY SCHL,  Igbo-Alejo",State owned,Amuwo-Odofin,Nursery/Primary, candsprysch@lagosschoolsonline.com, 0803 344 1561,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/192"",""Read more"")"
"CHERUBIM & SERAPHIM PRY SCHOOL, Majidun",State owned,Ikorodu,Nursery/Primary, csonemajidun@lagosschoolsonline.com," 0806 207 1893,0815 939 1699","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/850"",""Read more"")"
CHERUBIM & SERAPHIM SCHOOL II,State owned,Ikorodu,Nursery/Primary, cstwomajidun@lagosschoolsonline.com, 0803 416 8057,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/12312"",""Read more"")"
"CHIJAY KINGDOM KIDS NURSERY & PRIMARY SCHOOL, Sango-Badagry",Privately owned, Badagry ,Nursery/Primary, chijaykingdomkids@yahoo.com," 0803 296 0795    &    0805 624 0734,0708 461 4709","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/3888"",""Read more"")"
"CHILD & WORLD MISSION SCHOOL, A/Egba",Privately owned,Ifako/Ijaiye,Nursery/Primary, ," 0805 213 9627,  0803 696 7015, 0809 873 7370","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/4186"",""Read more"")"
"CHILD OF PROMISE NURSERY PRIMARY SCHOOL, Ajah",Privately owned,Eti-Osa,Nursery/Primary, childofpromiseschool@gmail.com, 0803 345 7415  0803 696 0891,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/105555"",""Read more"")"
"CHILDLINE PRIVATE SCHOOL, Ikeja",Privately owned, Ikeja,Nursery/Primary, childlineschools@yahoo.co.uk," 0803 726 2017,  0816 283 6607,  01-816 2664,     0818 488 8932","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/5012"",""Read more"")"
"CHILDREN COMPANION NUR/PRY SCHOOL, Aguda-Ogba",Privately owned, Ikeja,Nursery/Primary, chncompanionsch@yahoo.com," 0803 230 9404,    0802 335 9195","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/4456"",""Read more"")"
"CHILDRENS FOUNDATION SCHOOL, Ilupeju",Privately owned, Mushin,Nursery/Primary, cfslagas@gmail.com," 0802 367 8499,    0805 231 2776","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/4421"",""Read more"")"
"CHILDRENS PALACE NUR & PRY SCHOOL, Igbogbo",Privately owned,Ikorodu,Nursery/Primary, Bamideleajayi@yahoo.com," 0802 832 5337,0818 823 5381","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/50943"",""Read more"")"
CHILDRENS WORLD NUR/PRY SCHOOL,Privately owned,Oshodi-Isolo,Nursery/Primary, , 08028152137,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/2048"",""Read more"")"
CHILDS FOUNTAIN SCHOOLS,Privately owned,Alimosho,Nursery/Primary, childsfountain@yahoo.com, 08033322283,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/1850"",""Read more"")"
"CHILDS WILL PRIVATE SCHOOL, Ijeshatedo",Privately owned,Surulere,Nursery/Primary, childswill1@yahoo.com," 0803 425 2115,   0802 298 7155","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/49169"",""Read more"")"
"CHILDS WORLD NURSERY & PRIMARY SCHOOL, Coker",Privately owned,Surulere,Nursery/Primary, ," 0703 242 7605,   or    0802 861 2898","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/4090"",""Read more"")"
"CHILDWORTH NUR/PRY SCHOOL, Iledu-Araromi",Privately owned, Badagry ,Nursery/Primary, childworthgroup@gmail.com,"  0704 264 4273, 0802 754 6342","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/48732"",""Read more"")"
"CHIMIC NURSERY & PRIMARY SCHOOL, Mushin",Privately owned, Mushin,Nursery/Primary, chimicschool@yahoo.com," 0803 357  8722,","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/7108"",""Read more"")"
"CHOSEN SEED NURSERY & PRIMARY SCHOOL, Oke-Afa",Privately owned,Oshodi-Isolo,Nursery/Primary, info@chosenseedschool," 0802 824 4445,  0803 484 8810","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/49226"",""Read more"")"
"CHOSEN TREASURE NURSERY & PRIMARY SCHOOL, Ojo",Privately owned,Ojo,Nursery/Primary, chosentreasureschool@yahoo.com, 0802 351 8114    or    0802 313 4954,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/3631"",""Read more"")"
"CHRIS KIDDIES N/P SCHOOL, Agboyi-Ketu",Privately owned,Kosofe,Nursery/Primary, jonadab1740@yahoo.com," 0802 311 4618,  0806 371 9944,  0805 310 4227","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/3504"",""Read more"")"
"CHRIS-FLOURISH CHILDREN SCHOOL, Alakuko",Privately owned,Ifako/Ijaiye,Nursery/Primary, ," 0806 045 9514,      0802 307 0450,  or    01-875 7958","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/4290"",""Read more"")"
"CHRISFIELD PRIVATE SCHOOL, (CHRISFIELD JUNIOR NUR. & PRY SCHOOL), Itamaga",Privately owned,Ikorodu,Nursery/Primary, mail@chrisfieldschools.com," 0808 217 7155,  0802 974 7303,   0802 260 0944","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/9042"",""Read more"")"
"CHRISLAND SCHOOL, Opebi",Privately owned, Ikeja,Nursery/Primary," amaobelinda@yahoo.com, chrislandschools@yahoo.com", 0802 315 4489,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/6952"",""Read more"")"
"CHRISLAND SCHOOL, V.G.C",Privately owned,Eti-Osa,Nursery/Primary, ," 0812 631 0931,    01-4618076","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/7000"",""Read more"")"
"CHRISMODE NUR/PRY SCHOOL,  Ajegunle-Agege",Privately owned,Agege,Nursery/Primary, chrismode@yahoo.com," 0803 378 4241, 0816 383 5514","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/4114"",""Read more"")"
"CHRIST ACADEMY HIGH SCHOOL, Abaranje",Privately owned,Alimosho,Nursery/Primary, ," 0805 256 4657, or  0802 329 7475","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/3099"",""Read more"")"
"CHRIST ACADEMY INTERNATIONAL NUR/PRY SCH, Ikotun",Privately owned,Alimosho,Nursery/Primary, ," 0805 652 7027,  or   0802 329 7475","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/3096"",""Read more"")"
"CHRIST ANGLICAN MISSION NUR/PRY SCHOOL, Age-Mowo",Privately owned, Badagry ,Nursery/Primary, ," 0807 589 4414,  0803 363 7506","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/10159"",""Read more"")"
"CHRIST APOSTOLIC CHURCH PRY SCHOOL, Otubu",State owned,Agege,Nursery/Primary, apostolicage@lagosschoolsonline.com, 08130260992,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/2766"",""Read more"")"
"CHRIST ASSEMBLY PRIMARY SCHOOL, Araromi-Olodi",State owned,Ajeromi LGA,Nursery/Primary, capsbest2013@lagosschoolsonline.com, 08034100812,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/129"",""Read more"")"
"CHRIST CARES NUR & PRY SCHOOL, Ijeshatedo",Privately owned,Surulere,Nursery/Primary, christcaressch@yahoo.com," 0802 268 0109,    0702-833-9206,     01-739 4727","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/3781"",""Read more"")"
"CHRIST CARES NURSERY & PRIMARY SCHOOL, Agodo-Egbe",Privately owned,Alimosho,Nursery/Primary, ," 0802 710 7662,    0809 350 3519","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/3609"",""Read more"")"
"CHRIST CENTRAL PRIMARY SCHOOL, Ilupeju",State owned, Mushin,Nursery/Primary, christcentral@lagosschoolsonline.com, 0803 611 5901,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/808"",""Read more"")"
"CHRIST CHURCH (UNA)PRIMARY SCHL,  Oyingbo",State owned,Lagos-Mainland,Nursery/Primary, ccunaoyingbo@lagosschoolsonline.com," 0807 456 9641 or  0802 337 6153, ","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/1958"",""Read more"")"
"CHRIST CHURCH CATHEDRAL PRY SCH,  Lagos",State owned,Lagos-Island,Nursery/Primary, christchcath@lagosschoolsonline.com," 0803 312 7919,   0807 457 3338","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/1197"",""Read more"")"
CHRIST CHURCH PRIMARY (UNA) Odunfa,State owned,Lagos-Mainland,Nursery/Primary, unaodunfapry@lagosschoolsonline.com, 0803 306 5203,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/1950"",""Read more"")"
"CHRIST CHURCH PRIMARY SCHOOL, Epe",State owned,Epe,Nursery/Primary, christchurchprysch@lagosschoolsonline.com," 0803 924 5476,0813 955 6818","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/2752"",""Read more"")"
"CHRIST LIFEFORTE SCHOOL, Shasha",Privately owned,Alimosho,Nursery/Primary, ," 0803 655 4271,  0808 766 9535","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/11203"",""Read more"")"
CHRIST LIGHT NUR/PRY SCHOOL  Oko-Oba,Privately owned,Agege,Nursery/Primary, ," 0805 980 0059,   0808 566 0585 ","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/4063"",""Read more"")"
"CHRIST THE KING INTERNL NUR. & PRY SCHOOL, Gbagada",Privately owned,Kosofe,Nursery/Primary, www.ckis.org," 0807 999 4701,  0803 320 7742","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/8140"",""Read more"")"
"CHRIST THE KINGS NUR/PRY SCHOOL, Ajegunle",State owned,Ajeromi LGA,Nursery/Primary, christtheking@lagosschoolsonline.com," 0803 332 4268,0815 919 3750","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/72"",""Read more"")"
"CHRIST THE REDEEMERS NURSERY/PRIMARY SCHOOL, Iwaya",Privately owned,Lagos-Mainland,Nursery/Primary, redeemschools@yahoo.com," 0802 325 2204,  0803 696 2322","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/8597"",""Read more"")"
"CHRIST THE SAVIOUR SCHOOLS, Egbeda",Privately owned,Alimosho,Nursery/Primary, christthesavioursch1@yahoo.com, 0813 661 8937,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/3424"",""Read more"")"
"CHRIST THE ULTIMATE INTERNATIONAL SCHOOL, Ago Palace",Privately owned,Oshodi-Isolo,Nursery/Primary, christtheultimateschools@yahoo.com," 0803 300 7740,       0803 073 7361","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/11064"",""Read more"")"
"CHRIST-MITOTS INTERNATIONAL SCHOOL, Isawo-Ikorodu",Privately owned,Ikorodu,Nursery/Primary, christmitotsis@yahoo.com," 0803 301 5464,     0805 203 4268,     0805 615 4316","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/3416"",""Read more"")"
"CHRISTADE NURSERY & PRIMARY SCHOOL, Okokomaiko",Privately owned,Ojo,Nursery/Primary," wholistic2002@yahoo.com, wholistic.school@yahoo.com"," 0803-496-7182, 0805 226 6627","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/3659"",""Read more"")"
"CHRISTHILL CHILDREN SCHOOL, Amuwo-Odofin",Privately owned,Amuwo-Odofin,Nursery/Primary, dechristhill@yahoo.com," 0803 667 8806,   01 8734929","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/5084"",""Read more"")"
"CHRISTIAN COUNCIL OF NIGERIA NUR/PRY SCHOOL, Festac Town",Privately owned,Amuwo-Odofin,Nursery/Primary, ccofnig2010@yahoo..com, 0803 712 4513,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/4085"",""Read more"")"
CHRISTOGRACE VICTORY NUR SCHOOL,Privately owned,,Nursery/Primary, , 08033047499,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/105273"",""Read more"")"
"CHRISTOPHER LIVINGSTONE NUR/PRY SCHOOL, Ilasamaja",Privately owned, Mushin,Nursery/Primary, chrsliving@yahoo.com," 0808 774 6112,      0708 240 7775","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/4622"",""Read more"")"
"CHRISTS BLESSED ONES NURSERY & PRIMARY SCHOOL, Agbado Ijaiye",Privately owned,Alimosho,Nursery/Primary, ," 0802 930 1856,  0802 326 7377,   0819 115 2139","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/5086"",""Read more"")"
"CHRISTUS SANCTUS NUR & PRY  SCHOOL, Gbaga",Privately owned,Ikorodu,Nursery/Primary, chrissactus@yahoo.com," 0802 321 8073,  0814 402 1327","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/62752"",""Read more"")"
"CHRYSOLYTE CHILDREN SCHOOL, Shogunle",Privately owned,Oshodi-Isolo,Nursery/Primary, chrysolyteschools@gmail.com," 0803 821 3687, 0803 492 6364, 0818 819 1282","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/49435"",""Read more"")"
"CINAC ROYAL NUR/PRY SCHOOL, Ipaya-Iba",Privately owned,Ojo,Nursery/Primary, , 0803 319 8301;    0813 783 9226,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/4200"",""Read more"")"
"CITACAD NURSERY & PRIMARY SCHOOL, Magodo Isheri",Privately owned,Kosofe,Nursery/Primary, peculiaradeola@yahoo.com ," 0803 318 5439, 0703 527 0511","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/5271"",""Read more"")"
"CITIZENS NURSERY & PRIMARY SCHOOL, Eyita Estate ",Privately owned,Ikorodu,Nursery/Primary, ," 0802 843 0501, 0803 209 1918","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/4491"",""Read more"")"
"CITY CAMPUS NUR. & PRY SCHOOL, Isolo",Privately owned,Oshodi-Isolo,Nursery/Primary, CITYCAMPUS4FUTURELEADER@YAHOO.COM," 0802 310 3620,  0805 325 7172,  0802 310 3620","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/3523"",""Read more"")"
"CITY GATE NURSERY & PRIMARY SCHOOL, Oke-Oyinbo",Privately owned,Epe,Nursery/Primary, citygateschool@yahoo.com," 0802 662 9851, 0803 334 0813","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/9125"",""Read more"")"
"CITY HILL NURSERY & PRIMARY SCHOOL, Lagos Island",Privately owned,Lagos-Island,Nursery/Primary, cityhillschool1@yahoo.com," 0802 305 6390,  0803 358 1880","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/12135"",""Read more"")"
"CITY PRIDE SCHOOL, Mile 2",Privately owned,Amuwo-Odofin,Nursery/Primary, cityprideschools2004@yahoo.com," 0706 293 9782,   0802 952 0801,0703 534 9400","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/3985"",""Read more"")"
"CLASAM NURSERY & PRIMARY SCHOOL, Ojokoro ",Privately owned,Ifako/Ijaiye,Nursery/Primary, clasamschool@yahoo.com, 0909 999 9702,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/91581"",""Read more"")"
"CLASSIC INTERNATIONAL SCHOOL, Ejigbo",Privately owned,Oshodi-Isolo,Nursery/Primary, ," 0803 073 9710,    0803 379 6816","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/7208"",""Read more"")"
"CLASSICAL NURSERY & PRIMARY SCHOOL,  Ikotun",Privately owned,Alimosho,Nursery/Primary, classicalintsch@yahoo.com.," 0705 483 3240,  0805-582-9545  or  0818 204 9291","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/3694"",""Read more"")"
"CLAVONT INTERNATIONAL SCHOOL, Satetellite Town",Privately owned,Amuwo-Odofin,Nursery/Primary, clavontschool@gmail.com," 0802 333 0368, 0803 5732 777, 0813 165 0472, 0802 944 6368","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/9055"",""Read more"")"
CLEAR EDGE NURSRY PRIMARY SCHOOL,Privately owned,,Nursery/Primary, , 0802 335 2957,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/105315"",""Read more"")"
"CLEMENTINA AJIGBEDA MEMORIAL GIRLS PRY SCHOOL, Moshalasi",State owned,Surulere,Nursery/Primary, , 0815 909 2236,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/48849"",""Read more"")"
"CLEMMY NURSERY & PRIMARY SCHOOL, Agodo Egbe",Privately owned,Alimosho,Nursery/Primary, adede@yahoo.com," 0802 223 6527, 0802 100 2084,   0805 379 0714, ","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/3240"",""Read more"")"
"CLEVER HALL, Alimosho",Privately owned,Alimosho,Nursery/Primary, cleverhall@yahoo.com," 0803 797 1337,  0803 308 6716","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/50950"",""Read more"")"
"CLEVERLAND INTERNATIONAL SCHOOL, Orile Agege",Privately owned,Agege,Nursery/Primary, cleverlandschools98@yahoo.com," 0704 019 9515,    0706 069 4356","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/5477"",""Read more"")"
"CLEVERLAND NURSERY & PRIMARY SCHOOL, Ipaja",Privately owned,Alimosho,Nursery/Primary, cleveland94@yahoo.com," 0802 316 7494,   0809 972 4186,  0813 112 4413","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/4289"",""Read more"")"
"COASTLAND MONTESSORI SCHOOL, Ota-Ona",Privately owned,Ikorodu,Nursery/Primary, Coastlandschools@yahoo.com, 0807 543 6641,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/64272"",""Read more"")"
"COKER MEMORIAL PRIMARY SCHOOL, Ifako",State owned,Ifako/Ijaiye,Nursery/Primary, cokermemorialpryschool@lagosschoolsonline.com, 0802 987 5227,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/2639"",""Read more"")"
COKER NUR & PRY SCH 1,State owned,Surulere,Nursery/Primary, cokernp1@lagosschoolsonline.com, 0815 909 2255,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/12444"",""Read more"")"
"COKER PRIMARY SCHOOL 2,  Coker",State owned,Surulere,Nursery/Primary, cokerprysch2@lagosschoolsonline.com," 0815 909 2256,  0803 843 3997","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/2004"",""Read more"")"
"COKER PRIMARY SCHOOL, Ibasa-Nla",State owned,Ojo,Nursery/Primary, cokerprimary@lagosschoolsonline.com, 0803 382 6373,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/12407"",""Read more"")"
"COMFAK NURSERY & PRIMARY SCHOOL, Alakuko",Privately owned,Ifako/Ijaiye,Nursery/Primary, temidayoakinsawon@yahoo.com," 0706 217 5537,  0803 447 9866,  0706 886 4105","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/49434"",""Read more"")"
"COMMUNITY  PRIMARY SCHOOL,  Abati",State owned,Alimosho,Nursery/Primary, , 0803 471 3078,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/1914"",""Read more"")"
"COMMUNITY  PRIMARY SCHOOL, Wasimi",State owned,Kosofe,Nursery/Primary, , 0803-266-7102,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/2581"",""Read more"")"
"COMMUNITY HGH SCHOOL,  Adeba",State owned, Ibeju-Lekki,Nursery/Primary, communityprimaryschooladeba@lagosschoolsonline.com, 0805 588 1499,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/2098"",""Read more"")"
COMMUNITY JNR. SEC. SCH. Ojo,State owned,Ojo,Nursery/Primary, comjnrsecsch@lagosschoolsonline.com, 0856176628,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/1803"",""Read more"")"
